type	latitude	longitude	altitude (m)	name	desc
T	-22.534893387	-43.211787515	950.5		
T	-22.534872163	-43.211347335	937.0		
T	-22.534839482	-43.210839223	927.2		
T	-22.534866631	-43.210394622	905.8		
T	-22.534862898	-43.210338610	902.8		
T	-22.534832492	-43.209893517	882.9		
T	-22.534804428	-43.209514589	863.5		
T	-22.534792233	-43.209261348	858.1		
T	-22.534775411	-43.208867461	855.8		
T	-22.534821828	-43.208602510	858.5		
T	-22.534786732	-43.208010706	857.0		
T	-22.534780116	-43.207888001	856.5		
T	-22.534760834	-43.207515534	854.8		
T	-22.534731990	-43.206956100	848.1		
T	-22.534707248	-43.206451892	845.6		
T	-22.534733841	-43.205558765	873.4		
T	-22.534715248	-43.205094947	885.4		
T	-22.534703673	-43.204838431	883.8		
T	-22.534743341	-43.204540035	873.0		
T	-22.534709795	-43.204014672	850.1		
T	-22.534689769	-43.203730439	844.5		
T	-22.534729282	-43.203346824	844.0		
T	-22.534711102	-43.202965917	846.6		
T	-22.534688258	-43.202531704	845.5		
T	-22.534721639	-43.202021227	847.4		
T	-22.534693742	-43.201291892	862.9		
T	-22.534726306	-43.200549487	883.1		
T	-22.534743166	-43.199733129	888.1		
T	-22.534748690	-43.198894581	863.5		
T	-22.534716771	-43.198345864	849.2		
T	-22.534695840	-43.197977618	845.7		
T	-22.534732955	-43.197529483	843.2		
T	-22.534718257	-43.197210963	840.0		
T	-22.534702431	-43.196897082	840.6		
T	-22.534737685	-43.196455400	843.6		
T	-22.534716531	-43.196011979	847.1		
T	-22.534696901	-43.195418394	861.7		
T	-22.534722792	-43.194645638	879.9		
T	-22.534698968	-43.194070778	898.8		
T	-22.534681483	-43.193622911	912.4		
T	-22.534714510	-43.193119112	913.2		
T	-22.534701216	-43.192871455	908.7		
T	-22.534730716	-43.192375300	903.6		
T	-22.534718275	-43.192125270	903.3		
T	-22.534700341	-43.191681656	905.9		
T	-22.534683024	-43.191304776	914.6		
T	-22.534667962	-43.190925890	925.1		
T	-22.534653341	-43.190547777	940.9		
T	-22.534691016	-43.190041726	964.3		
T	-22.534679968	-43.189727822	972.9		
T	-22.534660560	-43.189292924	977.2		
T	-22.534640393	-43.188858954	982.7		
T	-22.534679572	-43.188483938	980.2		
T	-22.534656622	-43.188050944	979.3		
T	-22.534642000	-43.187803011	980.0		
T	-22.534626361	-43.187492798	982.6		
T	-22.534615022	-43.187184073	989.2		
T	-22.534599166	-43.186814071	1000.9		
T	-22.534582618	-43.186444044	1013.9		
T	-22.534620883	-43.186070537	1016.3		
T	-22.534608332	-43.185822305	1014.9		
T	-22.534587992	-43.185390448	1011.9		
T	-22.534627134	-43.185017597	1013.8		
T	-22.534605759	-43.184585433	1019.8		
T	-22.534593469	-43.184338200	1022.2		
T	-22.534569412	-43.183844541	1022.5		
T	-22.534547450	-43.183411376	1011.8		
T	-22.534519110	-43.182909549	1002.1		
T	-22.534505130	-43.182658437	997.6		
T	-22.534548928	-43.182405883	992.1		
T	-22.534531968	-43.182092472	984.8		
T	-22.534513396	-43.181774756	973.8		
T	-22.534495320	-43.181458029	962.1		
T	-22.534444236	-43.180620293	924.6		
T	-22.534468650	-43.180039442	900.3		
T	-22.534442061	-43.179586271	886.2		
T	-22.534426822	-43.179326537	876.5		
T	-22.534411525	-43.179066012	869.2		
T	-22.534395874	-43.178804036	864.2		
T	-22.534377591	-43.178480316	857.7		
T	-22.534359271	-43.178155928	852.7		
T	-22.534332317	-43.177644440	844.9		
T	-22.534319393	-43.177390692	841.8		
T	-22.534299994	-43.177009910	839.4		
T	-22.534292206	-43.176826900	839.6		
T	-22.534279621	-43.176524415	839.3		
T	-22.534257549	-43.176082262	836.8		
T	-22.534290762	-43.175576180	833.3		
T	-22.534267527	-43.175178032	822.4		
T	-22.534239161	-43.174707828	800.3		
T	-22.534215955	-43.174353549	780.6		
T	-22.534201925	-43.174093530	773.0		
T	-22.534176773	-43.173586558	790.1		
T	-22.534166735	-43.173298112	800.8		
T	-22.534154365	-43.172999132	808.2		
T	-22.534199497	-43.172693786	817.0		
T	-22.534184739	-43.172290312	828.3		
T	-22.534170170	-43.171934983	836.0		
T	-22.534145883	-43.171435168	848.2		
T	-22.534131079	-43.171125018	847.7		
T	-22.534107885	-43.170676527	845.3		
T	-22.534082250	-43.170168946	845.2		
T	-22.534057170	-43.169664582	845.9		
T	-22.534014200	-43.168875535	838.1		
T	-22.534039868	-43.168320503	807.2		
T	-22.534014170	-43.167896135	789.4		
T	-22.533995450	-43.167559291	782.4		
T	-22.533965706	-43.166979943	785.5		
T	-22.533959602	-43.166770126	795.9		
T	-22.533937028	-43.166237917	821.1		
T	-22.533929580	-43.166020936	832.3		
T	-22.533915665	-43.165594656	856.3		
T	-22.533908746	-43.165382629	866.3		
T	-22.533901747	-43.165171145	880.7		
T	-22.533887330	-43.164786095	907.5		
T	-22.533877855	-43.164554132	916.2		
T	-22.533866047	-43.164269760	926.3		
T	-22.533853482	-43.163901909	943.2		
T	-22.533841822	-43.163502706	980.1		
T	-22.533830156	-43.163143821	1013.7		
T	-22.533822159	-43.162851823	1031.4		
T	-22.533806360	-43.162501996	1046.2		
T	-22.533795126	-43.162263903	1051.1		
T	-22.533770708	-43.161734612	1060.7		
T	-22.533757407	-43.161442545	1065.9		
T	-22.533746283	-43.161168268	1069.9		
T	-22.533727109	-43.160755838	1073.4		
T	-22.533716242	-43.160521100	1076.5		
T	-22.533762937	-43.160294794	1084.3		
T	-22.533749202	-43.160000406	1094.4		
T	-22.533739606	-43.159777599	1103.7		
T	-22.533719553	-43.159253516	1122.4		
T	-22.533701744	-43.158822355	1136.5		
T	-22.533686003	-43.158440456	1145.7		
T	-22.533673839	-43.158197593	1150.7		
T	-22.533660807	-43.157945925	1152.5		
T	-22.533649648	-43.157711874	1151.9		
T	-22.533630537	-43.157335457	1151.2		
T	-22.533673721	-43.157084119	1155.1		
T	-22.533658905	-43.156783995	1154.0		
T	-22.533633506	-43.156252783	1152.9		
T	-22.533564380	-43.155999222	1150.6		
T	-22.533491260	-43.155712355	1144.1		
T	-22.533418286	-43.155426988	1132.5		
T	-22.533283721	-43.155060739	1116.5		
T	-22.533046920	-43.154935131	1097.2		
T	-22.532822865	-43.155026698	1088.6		
T	-22.532597838	-43.155117885	1079.1		
T	-22.532432398	-43.155272672	1068.5		
T	-22.532271361	-43.155500712	1060.2		
T	-22.532167526	-43.155732480	1055.7		
T	-22.532064539	-43.156012882	1051.2		
T	-22.531960442	-43.156287699	1046.5		
T	-22.531917670	-43.156590869	1043.2		
T	-22.531938105	-43.156973709	1040.9		
T	-22.531891036	-43.157208648	1039.9		
T	-22.531905096	-43.157509951	1042.3		
T	-22.531860852	-43.157760556	1048.8		
T	-22.531905369	-43.158369526	1064.5		
T	-22.531862533	-43.158626011	1068.4		
T	-22.531832277	-43.159130802	1073.1		
T	-22.531835332	-43.159192283	1073.0		
T	-22.531849655	-43.159493239	1069.6		
T	-22.531856342	-43.159709535	1066.2		
T	-22.531809011	-43.160034457	1058.1		
T	-22.531816192	-43.160300162	1047.0		
T	-22.531824719	-43.160620075	1032.4		
T	-22.531831321	-43.160837210	1021.0		
T	-22.531841536	-43.161120528	1006.1		
T	-22.531851771	-43.161404407	997.7		
T	-22.531863076	-43.161694387	993.2		
T	-22.531887638	-43.162284885	980.0		
T	-22.531894833	-43.162555142	967.3		
T	-22.531900886	-43.162820071	951.3		
T	-22.531907254	-43.163088914	938.8		
T	-22.531916509	-43.163371958	925.0		
T	-22.531928768	-43.163669456	913.0		
T	-22.531940107	-43.163963587	904.3		
T	-22.531946829	-43.164187939	899.3		
T	-22.531955254	-43.164469076	889.1		
T	-22.531962937	-43.164698552	880.1		
T	-22.531973178	-43.164988885	870.9		
T	-22.531983442	-43.165279824	865.4		
T	-22.532003621	-43.165664985	863.6		
T	-22.532030637	-43.166275471	851.9		
T	-22.532052263	-43.166716435	856.2		
T	-22.532075197	-43.167112112	867.2		
T	-22.532109391	-43.167603593	884.9		
T	-22.532156880	-43.168246122	923.7		
T	-22.532198346	-43.168812613	946.2		
T	-22.532222372	-43.169308936	953.5		
T	-22.532249593	-43.169969428	937.3		
T	-22.532267970	-43.170395038	930.7		
T	-22.532287498	-43.170876107	917.7		
T	-22.532295782	-43.171215590	902.6		
T	-22.532309007	-43.171625129	882.4		
T	-22.532317335	-43.171915254	870.2		
T	-22.532327533	-43.172317584	857.6		
T	-22.532351260	-43.173031108	834.2		
T	-22.532377178	-43.173592922	828.3		
T	-22.532404891	-43.174106503	828.5		
T	-22.532440792	-43.174806673	832.4		
T	-22.532467977	-43.175318368	839.0		
T	-22.532497934	-43.175892145	844.3		
T	-22.532517974	-43.176329096	842.4		
T	-22.532548314	-43.176903059	848.0		
T	-22.532579277	-43.177422547	857.7		
T	-22.532598155	-43.177745021	863.1		
T	-22.532615617	-43.178065061	867.6		
T	-22.532634451	-43.178386175	872.5		
T	-22.532652392	-43.178706399	880.3		
T	-22.532673199	-43.179030902	891.3		
T	-22.532689203	-43.179288874	899.5		
T	-22.532711505	-43.179616318	912.4		
T	-22.532733262	-43.179884366	926.4		
T	-22.532756186	-43.180209669	939.1		
T	-22.532773317	-43.180468065	947.2		
T	-22.532806938	-43.180981150	968.5		
T	-22.532827639	-43.181300604	979.7		
T	-22.532855635	-43.181687611	994.3		
T	-22.532875166	-43.182003428	1005.5		
T	-22.532892700	-43.182316273	1009.4		
T	-22.532845769	-43.182564190	1009.9		
T	-22.532864897	-43.182936305	1012.4		
T	-22.532884343	-43.183309540	1013.6		
T	-22.532908014	-43.183804433	1015.1		
T	-22.532927650	-43.184295187	1010.1		
T	-22.532948286	-43.184788772	999.5		
T	-22.532968686	-43.185222726	994.4		
T	-22.532997848	-43.185782247	994.5		
T	-22.533031953	-43.186403917	1006.0		
T	-22.533057133	-43.186838802	1012.9		
T	-22.533078697	-43.187272130	1012.9		
T	-22.533094049	-43.187705978	1001.3		
T	-22.533105600	-43.188016260	989.1		
T	-22.533116503	-43.188327182	976.2		
T	-22.533123780	-43.188639760	964.2		
T	-22.533138590	-43.188888288	965.6		
T	-22.533153054	-43.189199864	966.0		
T	-22.533175573	-43.189762733	945.2		
T	-22.533184873	-43.190013775	938.7		
T	-22.533198330	-43.190327376	933.6		
T	-22.533273961	-43.190698386	935.5		
T	-22.533283492	-43.190885418	934.5		
T	-22.533302233	-43.191455533	908.3		
T	-22.533310108	-43.191842276	890.0		
T	-22.533322529	-43.192159626	882.8		
T	-22.533332482	-43.192413884	879.9		
T	-22.533344943	-43.192732173	879.3		
T	-22.533355963	-43.192985861	879.1		
T	-22.533381457	-43.193488349	875.4		
T	-22.533399239	-43.193935445	863.6		
T	-22.533411296	-43.194255933	857.3		
T	-22.533421855	-43.194511752	852.2		
T	-22.533437767	-43.194895821	847.2		
T	-22.533461642	-43.195402351	846.9		
T	-22.533478819	-43.195714675	852.3		
T	-22.533493639	-43.195962393	856.8		
T	-22.533515005	-43.196262923	861.9		
T	-22.533534873	-43.196567483	866.8		
T	-22.533553722	-43.196873203	869.8		
T	-22.533568510	-43.197188756	870.7		
T	-22.533587676	-43.197635602	861.5		
T	-22.533597994	-43.197965336	851.8		
T	-22.533608741	-43.198295263	844.8		
T	-22.533624689	-43.198682303	842.6		
T	-22.533641465	-43.199066715	840.8		
T	-22.533660759	-43.199443569	839.7		
T	-22.533676846	-43.199757249	843.5		
T	-22.533696526	-43.200132877	846.9		
T	-22.533711595	-43.200450254	847.8		
T	-22.533728507	-43.200835190	842.9		
T	-22.533691618	-43.201283462	840.6		
T	-22.533711102	-43.201659278	845.2		
T	-22.533747150	-43.202345572	848.9		
T	-22.533704533	-43.202665754	848.8		
T	-22.533729093	-43.203172298	847.2		
T	-22.533743603	-43.203492867	845.9		
T	-22.533757947	-43.203812159	844.7		
T	-22.533726950	-43.204312260	847.0		
T	-22.533743328	-43.204623922	850.0		
T	-22.533768483	-43.205127371	847.3		
T	-22.533730099	-43.205585192	841.7		
T	-22.533750877	-43.206030408	849.0		
T	-22.533764018	-43.206280721	851.1		
T	-22.533777011	-43.206530194	850.3		
T	-22.533790000	-43.206779585	848.5		
T	-22.533757048	-43.207287562	846.0		
T	-22.533769401	-43.207540522	845.6		
T	-22.533784868	-43.207856366	845.3		
T	-22.533800362	-43.208172315	844.9		
T	-22.533818955	-43.208551467	846.7		
T	-22.533782991	-43.208996606	851.3		
T	-22.533803246	-43.209280126	855.1		
T	-22.533841694	-43.209775540	872.9		
T	-22.533866954	-43.210189834	889.3		
T	-22.533884927	-43.210485830	901.3		
T	-22.533851401	-43.210910893	900.0		
T	-22.533864588	-43.211327405	897.6		
T	-22.533880219	-43.211637948	897.8		
T	-22.533890756	-43.211816714	900.2		
T	-22.533861807	-43.212292617	914.1		
T	-22.533882312	-43.212566455	928.4		
T	-22.533910794	-43.212949748	944.8		
T	-22.533884176	-43.213403934	962.4		
T	-22.533899929	-43.213623762	971.9		
T	-22.533918975	-43.213904019	993.7		
T	-22.533944226	-43.214219471	1007.6		
T	-22.533905141	-43.214512050	1009.6		
T	-22.533923127	-43.214972598	1004.7		
T	-22.533940497	-43.215532626	974.4		
T	-22.533949010	-43.216177773	925.0		
T	-22.533952938	-43.216503718	916.9		
T	-22.533964726	-43.216848278	905.2		
T	-22.533922940	-43.217343871	887.0		
T	-22.533942374	-43.217806969	882.3		
T	-22.533961995	-43.218267108	876.1		
T	-22.533928271	-43.218781223	874.8		
T	-22.533949232	-43.219229097	877.1		
T	-22.533971578	-43.219664778	885.4		
T	-22.533927790	-43.219901519	892.5		
T	-22.533954383	-43.220196160	900.7		
T	-22.533985252	-43.220632584	914.4		
T	-22.534013415	-43.221095444	923.5		
T	-22.533983404	-43.221568517	933.2		
T	-22.534003366	-43.221926989	943.3		
T	-22.534031667	-43.222382290	958.4		
T	-22.534047840	-43.222683037	966.5		
T	-22.534063555	-43.222892108	972.2		
T	-22.534077231	-43.223127321	977.2		
T	-22.534087576	-43.223399163	977.9		
T	-22.534107226	-43.223857970	966.1		
T	-22.534127929	-43.224404147	947.8		
T	-22.534133804	-43.224633278	938.9		
T	-22.534147561	-43.225169941	919.9		
T	-22.534100534	-43.225548243	908.7		
T	-22.534119473	-43.225920216	901.1		
T	-22.534138412	-43.226188620	903.9		
T	-22.534156768	-43.226462596	912.1		
T	-22.534174070	-43.226749197	919.5		
T	-22.534200331	-43.227123748	928.1		
T	-22.534223380	-43.227329161	947.2		
T	-22.534246303	-43.227533469	973.9		
T	-22.534274625	-43.227767876	999.9		
T	-22.534285495	-43.227922876	1006.0		
T	-22.534309135	-43.228324512	1021.1		
T	-22.534326038	-43.228713151	1025.9		
T	-22.534334726	-43.229012348	1021.2		
T	-22.534345139	-43.229395303	1003.2		
T	-22.534297805	-43.229794516	982.6		
T	-22.534303958	-43.230025170	970.3		
T	-22.534171877	-43.230943834	883.2		
T	-22.534102882	-43.231546964	799.3		
T	-22.533991572	-43.231694149	791.0		
T	-22.533725906	-43.231370645	847.2		
T	-22.533500276	-43.231112064	894.7		
T	-22.533322569	-43.230787802	923.5		
T	-22.533203881	-43.230635002	930.6		
T	-22.533080897	-43.230249670	950.0		
T	-22.532956171	-43.229888434	961.0		
T	-22.532949089	-43.229588309	971.5		
T	-22.532883737	-43.229203234	989.0		
T	-22.532816898	-43.228751732	1006.9		
T	-22.532813684	-43.228600007	1011.7		
T	-22.532747965	-43.228320822	1016.2		
T	-22.532726384	-43.227799812	1015.0		
T	-22.532689300	-43.227327948	1006.5		
T	-22.532662779	-43.227027712	996.9		
T	-22.532640377	-43.226776892	983.5		
T	-22.532554642	-43.226494851	964.5		
T	-22.532522591	-43.226144610	937.5		
T	-22.532504090	-43.225857166	931.3		
T	-22.532484300	-43.225492543	932.7		
T	-22.532472659	-43.225235894	934.9		
T	-22.532449169	-43.224811340	934.3		
T	-22.532430062	-43.224439807	933.0		
T	-22.532350405	-43.223921822	935.4		
T	-22.532336694	-43.223509180	942.0		
T	-22.532311733	-43.222754186	957.7		
T	-22.532291319	-43.222223823	963.5		
T	-22.532262441	-43.221753224	954.9		
T	-22.532246448	-43.221528918	946.8		
T	-22.532214370	-43.221078978	931.3		
T	-22.532134989	-43.220728729	924.0		
T	-22.532119745	-43.220496908	919.0		
T	-22.532081562	-43.219999179	907.5		
T	-22.532051091	-43.219531989	893.9		
T	-22.532032985	-43.219234038	887.5		
T	-22.532006342	-43.218823564	880.0		
T	-22.531987978	-43.218525248	879.2		
T	-22.531974894	-43.218274964	879.5		
T	-22.531954599	-43.217907391	875.3		
T	-22.531938028	-43.217597705	871.1		
T	-22.531907601	-43.217042783	867.4		
T	-22.531896855	-43.216862095	867.0		
T	-22.531813227	-43.216363964	868.6		
T	-22.531801140	-43.216109628	869.0		
T	-22.531789559	-43.215852205	871.2		
T	-22.531775161	-43.215530330	873.8		
T	-22.531762531	-43.215199408	877.4		
T	-22.531756351	-43.214755200	892.4		
T	-22.531745227	-43.214263607	912.1		
T	-22.531728506	-43.213798948	928.2		
T	-22.531700003	-43.213313946	915.8		
T	-22.531675026	-43.213044839	898.7		
T	-22.531655158	-43.212827373	890.9		
T	-22.531637649	-43.212597800	882.6		
T	-22.531620607	-43.212366106	874.5		
T	-22.531583955	-43.211836079	863.4		
T	-22.531552092	-43.211283193	855.4		
T	-22.531531049	-43.210913075	849.6		
T	-22.531508987	-43.210471308	851.9		
T	-22.531496748	-43.209986676	857.7		
T	-22.531485640	-43.209504630	865.5		
T	-22.531452704	-43.209029927	864.3		
T	-22.531411744	-43.208433910	854.0		
T	-22.531388508	-43.207921211	851.0		
T	-22.531368855	-43.207544370	850.3		
T	-22.531352642	-43.207230347	852.6		
T	-22.531341589	-43.206972043	855.6		
T	-22.531322355	-43.206446960	862.2		
T	-22.531310867	-43.206190759	867.9		
T	-22.531303810	-43.205920861	873.1		
T	-22.531348270	-43.205523074	878.6		
T	-22.531320777	-43.205098063	872.4		
T	-22.531291525	-43.204750638	865.8		
T	-22.531326223	-43.204235941	870.4		
T	-22.531318785	-43.203895916	873.2		
T	-22.531363699	-43.203570622	874.7		
T	-22.531353681	-43.203097156	885.0		
T	-22.531343035	-43.202769628	891.9		
T	-22.531326387	-43.202386770	896.8		
T	-22.531368391	-43.201998543	896.2		
T	-22.531392704	-43.201512629	890.2		
T	-22.531421701	-43.201014414	878.2		
T	-22.531391383	-43.200451626	869.0		
T	-22.531398851	-43.199718941	856.8		
T	-22.531360437	-43.199170466	853.8		
T	-22.531347277	-43.198779989	851.9		
T	-22.531404881	-43.198500888	860.9		
T	-22.531393750	-43.197970564	877.1		
T	-22.531370062	-43.197533158	878.4		
T	-22.531407275	-43.197154853	879.2		
T	-22.531386827	-43.196643909	880.4		
T	-22.531362487	-43.196071344	886.9		
T	-22.531380027	-43.195585503	875.9		
T	-22.531341158	-43.195030688	858.2		
T	-22.531338169	-43.194967291	857.8		
T	-22.531314864	-43.194459411	858.5		
T	-22.531347809	-43.193950330	856.3		
T	-22.531332614	-43.193633762	855.7		
T	-22.531299734	-43.192937076	857.4		
T	-22.531299779	-43.192412267	874.2		
T	-22.531290483	-43.192158184	889.6		
T	-22.531277941	-43.191841439	899.8		
T	-22.531325694	-43.191584888	900.0		
T	-22.531299205	-43.191147771	893.8		
T	-22.531263058	-43.190714440	881.8		
T	-22.531245081	-43.190335842	881.0		
T	-22.531284144	-43.189698474	892.8		
T	-22.531281223	-43.189635524	893.9		
T	-22.531267143	-43.189320036	901.8		
T	-22.531263006	-43.189003335	915.3		
T	-22.531259038	-43.188687764	930.8		
T	-22.531250382	-43.188248523	950.1		
T	-22.531245534	-43.187811039	968.8		
T	-22.531285091	-43.187248015	982.6		
T	-22.531248800	-43.186686216	978.3		
T	-22.531229090	-43.186311897	975.9		
T	-22.531215361	-43.186000832	975.7		
T	-22.531240788	-43.185557307	973.1		
T	-22.531223741	-43.185244516	972.0		
T	-22.531205701	-43.184870265	966.2		
T	-22.531171246	-43.184304237	953.5		
T	-22.531152125	-43.184049660	947.9		
T	-22.531190601	-43.183731215	943.6		
T	-22.531169022	-43.183292829	940.8		
T	-22.531148898	-43.182916199	940.7		
T	-22.531126114	-43.182357197	941.5		
T	-22.531106499	-43.181921162	943.7		
T	-22.531092073	-43.181669100	942.8		
T	-22.531130016	-43.181348231	935.3		
T	-22.531101831	-43.181020737	924.6		
T	-22.531076555	-43.180695365	916.8		
T	-22.531048999	-43.180130033	909.7		
T	-22.531030584	-43.179811956	902.3		
T	-22.531061518	-43.179419942	890.1		
T	-22.531040909	-43.179097828	879.0		
T	-22.531014946	-43.178708975	868.9		
T	-22.530985455	-43.178255025	857.1		
T	-22.530966663	-43.177933917	851.4		
T	-22.530940210	-43.177483547	850.8		
T	-22.530915244	-43.176862381	854.9		
T	-22.530901069	-43.176206348	878.0		
T	-22.530869280	-43.175347590	897.0		
T	-22.530861092	-43.174303281	875.9		
T	-22.530870127	-43.173517303	868.1		
T	-22.530842831	-43.173062234	860.1		
T	-22.530809693	-43.172425502	853.1		
T	-22.530793430	-43.172107910	856.0		
T	-22.530789009	-43.171986222	858.5		
T	-22.530783539	-43.171751227	861.4		
T	-22.530768907	-43.171438096	862.0		
T	-22.530742525	-43.170874276	868.6		
T	-22.530736747	-43.170585350	875.2		
T	-22.530783172	-43.170116983	896.1		
T	-22.530775838	-43.169879661	906.9		
T	-22.530765108	-43.169579494	915.9		
T	-22.530756854	-43.169340455	920.8		
T	-22.530750015	-43.168946146	933.9		
T	-22.530804003	-43.168613818	947.2		
T	-22.530798012	-43.168225294	959.1		
T	-22.530787671	-43.167982700	964.9		
T	-22.530749437	-43.167441135	962.8		
T	-22.530766473	-43.166939565	929.7		
T	-22.530790797	-43.166510909	913.6		
T	-22.530754640	-43.165865828	916.5		
T	-22.530790588	-43.165371231	913.0		
T	-22.530762388	-43.164806563	911.9		
T	-22.530797960	-43.164311774	913.6		
